scaled_comp_1,scaled_comp_2,scaled_comp_3,scaled_comp_4,scaled_comp_5,scaled_comp_6,scaled_comp_7,scaled_comp_8,scaled_comp_9,scaled_comp_10,scaled_comp_11,scaled_comp_12,scaled_comp_13,scaled_comp_14,scaled_comp_15,scaled_comp_16,scaled_comp_17,scaled_comp_18,scaled_comp_19,scaled_comp_20
-0.25871708593729675,0.26940508166844007,-0.11754908529951709,1.4278855910606365,-0.6762074153114388,-0.28665571886217994,-1.2001443816480575,-0.9801350071881332,-0.08500602623344872,3.8376832642399017,1.5235178930512758,1.377357037761038,-0.6796739929314429,-0.8418189826693003,-1.5980260206172963,1.5447704907318554,0.018826442079357682,1.2293247295364784,-0.8410209106005894,-1.7081458174082587
-0.19808013881486022,0.0719907885721846,-0.0705438548315573,0.3297425393481,-0.2490142439309408,-0.2817574240900315,-0.39003921387948515,-0.5070373967797406,0.0034757137569340667,1.9373629322715342,-0.2328658938255625,-0.24714842864001627,-0.7984090774220177,-0.8735316989406615,0.9045058134092115,-1.3781495535691155,-0.9208591662239685,-0.4925573018601896,-1.1249945133943533,2.430970679437761
-0.4292084887420943,0.043822276937060374,0.05612056595143937,0.4471789524634877,-0.08180737388607041,-0.3243731244165776,0.6607911265320074,0.7740490249839758,1.0967212612940518,-0.10263335359442886,-0.21405899996628455,0.046315168343330194,0.5842400565023191,-0.9990538559659514,1.0398173994529691,-0.9582903025042439,-1.0650268479278076,0.12672747217000674,0.4462121366597779,-1.6201366585192432
-0.5665668038145113,-0.4504707828044647,-0.0749049645038127,-0.15423966746819537,-0.19059848262210694,0.08323184253385166,0.017312040340899906,0.0773367245541389,-0.15426853880520905,0.12810110176016623,0.09756893752588877,-0.002470222124349295,-0.04426227171606549,0.05570440722439414,-0.6783314117915644,0.2518970565573203,-0.04733073334706546,-0.32410393998303116,0.8238237237608995,0.4466831467798402
0.3940572045427161,-0.1512823381557044,0.40064389307310655,0.5144741701941167,-0.2007734284904237,-1.7211771089025147,0.9452801832687944,-0.20430471615630302,1.5778244185520631,-1.4590179718125735,1.938448002212812,0.071940513778369,1.740652322225322,-3.4396505849322865,1.9226773296976645,-0.9831812899706446,-3.105179646215221,0.6911501466558289,-0.4684215856718687,-1.529404296093443
-0.38427456278811906,0.18782092123504696,-0.08125552798198024,0.5276606933667597,-0.18460879847147788,-0.1295391188758522,0.5792525290690095,0.6866253334363105,0.9020133985701626,-0.22473740104847054,-0.15700595154422042,0.1493827377788878,0.4708711180979139,-0.8911438270493209,1.1770981441553434,-0.9279277517171048,-0.8383440633476281,0.04398002769876175,0.5057331695584021,-1.4546661517193917
-0.5930789611270694,-0.33335402343497367,-0.07669038189640907,-0.2743772989724697,-0.20397677290156385,0.10659297368443661,-0.07147075230081434,-0.023413600656441127,0.07398319166161463,0.03730856990587896,-0.17872687833548118,-0.28514775153504,-0.048788635401282796,-0.09078472697037403,-0.07151954243071541,0.1743720312999207,0.12860922074828782,0.017214388710941796,-0.11246574956732541,-0.12806620491117734
0.01307162158709467,0.22687785114286613,0.32242712244885063,1.5565877145512723,2.0006130108633746,-0.5510220383290971,-0.6925218282808899,1.254307612294936,4.297242289577501,-0.4248088576794086,-2.15101098353811,0.6953318933820632,-0.3135236875246909,1.3498500863832539,0.35388505918734525,-1.7139188733947572,-1.1276181076695269,1.7352383240616736,1.0758821333457234,-1.3665690643452448
-0.18855873916850177,0.31940346888496757,0.613149491332699,0.942743870700889,-0.19742402426502623,-2.1582874005854245,1.0499547909147753,0.04535613960989297,1.3498612064280004,-1.9350575304134308,2.0703269594743303,0.1699369371549517,1.7236620547319,-3.530687386122088,2.011059491052271,-1.7015168118748856,-3.7404363117760906,0.011374345803219396,0.1697653979093651,-2.296886378274831
0.3556621466342207,1.593314623880869,0.035580525533983186,3.6396075239113865,-0.9380614788938659,-0.3286680549826375,2.4404154714500756,3.281003594310931,2.804572971550365,-0.2737985977949054,-2.100653902566242,0.5537128026833178,0.752287565308034,-0.8039261670081348,-0.0073357004894780975,-0.38824907702109396,-0.7723588025945283,-0.5325494720257957,1.3764362846522062,-1.8215620545931503
