svd_comp_1,svd_comp_2,svd_comp_3,svd_comp_4,svd_comp_5,svd_comp_6,svd_comp_7,svd_comp_8,svd_comp_9,svd_comp_10,svd_comp_11,svd_comp_12,svd_comp_13,svd_comp_14,svd_comp_15,svd_comp_16,svd_comp_17,svd_comp_18,svd_comp_19,svd_comp_20
0.05058112231788916,0.07815333296727767,0.009141317188132965,0.15719301790637547,-0.04869047961403174,-0.039337453407531565,-0.10843162104757312,-0.09050134306369369,-0.010255693746810705,0.3196043007146398,0.12089016627673123,0.10763388873639528,-0.052273282852063896,-0.06087439629903924,-0.1254449085508607,0.11836216807891407,0.0018403028604078284,0.09076379386342752,-0.06030751214007093,-0.12012182472639071
0.05689324309137605,0.058131846544032334,0.013911908300998966,0.05191962085401584,-0.008768376078160734,-0.03889409211673589,-0.03816711233682113,-0.049854829902190236,-0.002886812806005475,0.16191073575595805,-0.023515362259230798,-0.022737900288936682,-0.061650858102978615,-0.0633228474080878,0.06526039439156349,-0.10398971519166562,-0.06903613721586654,-0.03680286910708129,-0.08131851847116432,0.1837267239186994
0.03283348863223997,0.0552750347883066,0.02676716194166707,0.06317765333623329,0.0068574588486214755,-0.04275138384453693,0.052976705213123206,0.0602106089367258,0.08816017925972541,-0.007373506173643458,-0.021969105986450018,0.0008134973171840853,0.047549353061369946,-0.07301406597003364,0.0755718064812054,-0.07205025267887015,-0.07991008480315277,0.009077214784263179,0.034933951994264266,-0.11366115728292076
0.01853490806173248,0.005144511666082618,0.01346929647168612,0.005522704764629585,-0.003309299886559288,-0.005857674362327087,-0.0028354827049006564,0.0003520827760103944,-0.016023971007834304,0.011773444059729916,0.0036521718665802846,-0.0031016871898039327,-0.0020891165075034197,0.00842090217297357,-0.055359630671127785,0.020010917082597435,-0.003149648074557293,-0.024322900764881767,0.06287316665795244,0.03806209057192613
0.1185329298357919,0.03548779273543424,0.061733056293827845,0.06962890407704843,-0.004260170054062554,-0.16918085498855395,0.07765187653718283,-0.023845339224873786,0.1282271115608433,-0.11992985907041402,0.15500469304852596,0.0028700137142383987,0.13888160830357743,-0.2614457889623132,0.14285009967364226,-0.07394375570178373,-0.23379002749520422,0.0508928071280915,-0.032739151214904005,-0.10700058209514168
0.03751097292042014,0.06987917948603699,0.012824773694347796,0.07089302908109861,-0.0027495512603444828,-0.025116296491568116,0.04590445123962673,0.05269954113392728,0.07194464079035381,-0.01750602026350081,-0.017278345531056605,0.009085001289143604,0.03859559052719651,-0.06468263110593821,0.08603327819983074,-0.06974051780891288,-0.06281237823443206,0.0029468207339971002,0.039337871185212654,-0.10151412702344054
0.015775073557125166,0.017022332521269886,0.01328809331065317,-0.0059942798054191775,-0.00455952935053568,-0.0037431790648487792,-0.010536062277947827,-0.00830395210897356,0.002985146879377276,0.00423924165244569,-0.019064186380316785,-0.02578746817900401,-0.002446604071126641,-0.0028891187036249955,-0.009117565015033644,0.014113446366560601,0.010120745239199314,0.0009638723172696092,-0.006402230274355092,-0.004129704821872096
0.07887349566742213,0.07384027966585917,0.05379478586940142,0.16953103682529702,0.20146403913763145,-0.06326614657402009,-0.0644029557063949,0.10147236245352967,0.35470397019927613,-0.034108474445490845,-0.18122050481303414,0.052899177113704024,-0.02335510709273486,0.1083383105807931,0.02330036962284166,-0.12953230256188158,-0.08463107406933136,0.12824470592837647,0.0815227903817402,-0.0950470048347098
0.05788439167903659,0.0832241007173705,0.08330038632069595,0.11068494514258595,-0.003947161159660766,-0.20874519159045438,0.08673083341014615,-0.0023955516196204722,0.10924202187783832,-0.15943287011243662,0.1658474545613641,0.010734541903234253,0.13753973439464545,-0.26847448858331335,0.14958525749527818,-0.1285888550184711,-0.2817047029907398,0.0005312092359675488,0.014479853018334389,-0.16334070128715333
0.1145361217159159,0.2124224201203895,0.02468254001134345,0.36921956658171073,-0.07316129454734234,-0.043140132592463125,0.20733250401613013,0.27559736984104943,0.23039241744578778,-0.021577247038236685,-0.1770802702312737,0.04153378955644353,0.06082157303169757,-0.05794879680965275,-0.004226438814365827,-0.028686172202163063,-0.05783539408318094,-0.03976571301854078,0.10376057978825469,-0.12844760127500343
0.16937645343632454,-0.014032674050108756,0.04554112492548142,0.06770052019336231,0.03360365136424095,-0.1752559618161438,-0.00408531693731139,0.1665595292098911,-0.17883178851777334,-0.05054103786290226,0.005089444605976632,-0.0123723944956915,-0.1735751177629242,-0.04152346593257023,-0.01294010183837152,-0.0458247082353268,-0.19814027699868836,0.1296976711912195,-0.10031081942107334,0.1493337664942322
0.0663030398528673,0.07920374510166502,0.051743191120463536,0.14726929932545887,0.14023507667154836,-0.10455994062558632,0.1468488631642888,0.252786716727891,0.2850393118090689,0.06467640198523368,-0.16753975368191987,0.06270628667331223,0.060716593042053825,-0.03743107350263641,0.05036329969375826,-0.05759037648227204,-0.12704457389906743,0.01887994432743751,-0.009775912016368186,-0.1824482518412346
0.08418002260885395,0.16754429130914505,0.03282537650393144,0.30037263819635457,-0.17880859033431043,-0.0608746136436913,0.12315703585718976,0.014240864005945403,0.03900220315844091,-0.21479526683444441,0.11227717148008337,0.010323445377689804,0.07142177379020648,-0.21533833441540184,0.09024144734587769,-0.0993041085411788,-0.15691202655144398,-0.042989119958711776,0.03493265967160831,-0.10729928024437638
0.10886725008327303,0.030129453558878302,0.05090581829407044,0.10937991169685182,0.09158256329240458,-0.11351153046940926,0.11522590579291961,0.22171805259448613,0.24873557813012487,0.064806772832066,-0.15999124347093024,0.0602768067070273,0.07147029308912192,-0.04956762010548189,0.055972695906323255,-0.04160198738541744,-0.08339147010355166,0.05924806082214076,-0.01727221134982361,-0.1424522270171363
0.044647719695686566,0.04898620121167293,0.043587411119686344,0.07941983056587053,0.092123585767303,-0.09245347137586826,0.05875324178275205,0.16469067135116738,0.13149118119729714,0.02811355660776258,-0.12390063310661152,0.04516686104214259,0.027616204539073427,-0.015921684499785562,-0.011982683948007429,0.017136521532768966,-0.00597445759413555,-0.027096846127381242,-0.031212491174083756,-0.05952421836765178
0.02884318058473695,0.04288039363331708,0.0273847985076024,0.052166607280680934,0.01801639024948267,-0.07287360421046309,0.03776287211283978,0.03797290481626153,0.07318799722665201,-0.005887513662765612,-0.04061313867815368,-0.004861949344466593,-0.030860907862087436,-0.020617002392139712,-0.004169910547494001,-0.05129338909905261,-0.107089834873568,0.04189542265587035,-0.00753416684004898,0.09268212721958702
0.1186980016240805,0.2020544544377774,0.004005658850888563,0.396171727464956,-0.09847457016205466,0.004870610310783605,0.21691296221373974,0.29211329676146414,0.20717357259413988,-0.08633862961001915,-0.18711851433868942,0.0837413785926867,0.023161514768038648,-0.04506604872514499,-0.04882706456438652,-0.02794387538218354,-0.012755677848807385,-0.052515540472440024,0.06464132143867594,-0.07162701177207272
0.06283282270477597,0.06233876247347527,0.029147782731174392,0.10769441965083296,0.08821279352591599,-0.07785040436001743,0.09275679848164792,0.18183803966730164,0.1632823487187431,0.06830248347899365,-0.11243641097040458,0.043597614742581496,0.005059683278965665,0.013233240870247057,-0.02397063863249598,-0.008605037264188542,-0.03550564132915672,-0.01250098280447813,0.000206197004755487,-0.06181584343985055
0.019139437753662364,0.024289965335678614,0.02112003107655539,0.007973911463821525,0.019187146642688738,0.007657928432546417,0.0003629926931769992,0.0019468316434176256,-0.014089020356801804,0.008468776821416269,0.027252519439031578,-0.023012959480965118,-0.03009877217717935,-0.004089507311904611,-0.015550127117420173,0.0045068813281721725,-0.011611214961030772,-0.0013610672481690945,0.03702956815833275,-0.0027456763650501584
